Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
20030618  ,-0.19   ,0.09  ,-0.01   ,0.12  ,-0.26  ,-0.05
20030619  ,-1.27  ,-0.75  ,-0.36  ,-1.14  ,-1.31  ,-0.90
20030620  ,-0.47  ,-0.41  ,-0.20  ,-0.13  ,-0.09  ,-0.13
20030623  ,-1.09  ,-1.05  ,-0.58  ,-1.45  ,-1.19  ,-1.20
20030624  ,-0.56  ,-0.59  ,-0.49  ,-0.33  ,-0.60  ,-0.39
20030625   ,0.61   ,0.62   ,0.56  ,-0.53   ,0.08   ,0.06
20030626   ,0.35   ,0.11  ,-0.14   ,0.29  ,-0.04   ,0.15
20030627   ,0.22   ,0.29   ,0.49  ,-0.40  ,-0.21   ,0.15
20030630   ,0.18   ,0.25   ,0.24  ,-0.23  ,-0.11  ,-0.17
20030701   ,0.39   ,0.28   ,0.52   ,0.30   ,0.07   ,0.10
20030702   ,1.48   ,1.54   ,1.82   ,1.48   ,1.59   ,1.74
20030703  ,-0.04  ,-0.26  ,-0.53  ,-0.30  ,-0.22  ,-0.08
20030704   ,0.07   ,0.01   ,0.16  ,-0.17  ,-0.16  ,-0.11
20030707   ,0.73   ,0.68   ,1.02   ,1.33   ,1.38   ,1.86
20030708   ,0.62   ,0.67   ,0.71   ,0.25   ,0.20   ,0.57
20030709   ,0.53   ,0.31   ,0.59  ,-0.47  ,-0.10  ,-0.09
20030710  ,-0.43  ,-0.54  ,-0.37  ,-0.83  ,-1.00  ,-1.47
20030711  ,-0.15  ,-0.01  ,-0.04   ,0.21   ,0.26   ,0.25
20030714   ,0.87   ,0.81   ,0.96   ,0.59   ,1.04   ,1.34
20030715  ,-0.65  ,-0.52  ,-0.36  ,-0.72  ,-0.65  ,-0.63
20030716  ,-0.19  ,-0.02  ,-0.27  ,-0.46  ,-0.30  ,-0.53
20030717  ,-1.72  ,-1.37  ,-1.95  ,-1.17  ,-1.16  ,-1.70
20030718   ,0.61   ,0.43   ,0.71   ,0.79   ,0.81   ,1.05
20030721  ,-0.08  ,-0.26  ,-0.35  ,-0.90  ,-0.56  ,-0.99
20030722   ,0.17   ,0.33   ,0.09   ,0.34   ,0.41   ,0.52
20030723   ,1.32   ,1.14   ,1.02   ,0.78   ,0.74   ,0.26
20030724   ,0.30   ,0.18   ,0.28  ,-0.14   ,0.33   ,0.52
20030725   ,0.51   ,0.51   ,0.39   ,0.79   ,0.69   ,0.84
20030728   ,0.58   ,0.67   ,0.86   ,0.15   ,0.49   ,0.72
20030729  ,-0.19  ,-0.14  ,-0.06  ,-0.78  ,-0.56  ,-0.54
20030730  ,-0.59  ,-0.24  ,-0.32  ,-0.31  ,-0.56  ,-0.74
20030731   ,0.00   ,0.08  ,-0.01   ,0.03   ,0.27   ,0.20
20030801  ,-0.04  ,-0.22   ,0.06  ,-0.82  ,-0.56  ,-0.46
20030804  ,-0.14  ,-0.12  ,-0.18   ,0.13  ,-0.08  ,-0.32
20030805  ,-0.45  ,-0.41  ,-0.53  ,-0.89  ,-0.55  ,-0.70
20030806  ,-0.97  ,-0.81  ,-0.77  ,-0.46  ,-0.58  ,-0.73
20030807   ,0.20   ,0.30   ,0.33   ,0.75   ,0.65   ,0.12
20030808  ,-0.05   ,0.00  ,-0.11   ,0.30   ,0.24   ,0.34
20030811   ,1.07   ,0.95   ,0.95   ,0.60   ,0.79   ,0.70
20030812   ,0.65   ,0.53   ,0.71   ,0.51   ,0.57   ,0.97
20030813   ,0.60   ,0.62   ,0.65  ,-0.16   ,0.27   ,0.37
20030814   ,0.34   ,0.44   ,0.57   ,0.55   ,0.68   ,0.82
20030815   ,0.20   ,0.32   ,0.18   ,0.15   ,0.10   ,0.09
20030818   ,0.59   ,0.65   ,1.09   ,0.57   ,0.51   ,0.74
20030819   ,0.92   ,0.87   ,1.20   ,0.36   ,0.50   ,0.70
20030820   ,0.33   ,0.26   ,0.46  ,-0.09  ,-0.03  ,-0.06
20030821   ,0.20   ,0.13   ,0.50   ,0.14   ,0.01   ,0.22
20030822  ,-0.56  ,-0.61  ,-0.48  ,-0.59  ,-0.55  ,-0.70
20030825  ,-0.23  ,-0.15  ,-0.19  ,-0.07  ,-0.56  ,-0.47
20030826   ,0.08  ,-0.10   ,0.12  ,-0.07  ,-0.16  ,-0.20
20030827   ,0.56   ,0.53   ,0.46   ,0.28   ,0.29   ,0.44
20030828   ,0.55   ,0.53   ,0.40   ,0.45   ,0.41   ,0.48
20030829   ,1.00   ,0.82   ,0.86   ,0.45   ,0.44   ,0.87
20030901   ,0.56   ,0.39   ,0.79   ,0.61   ,0.79   ,0.77
20030902   ,0.29   ,0.22   ,0.35   ,0.61   ,0.11   ,0.44
20030903   ,0.99   ,0.96   ,1.08   ,0.88   ,0.87   ,1.24
20030904   ,0.51   ,0.47   ,0.15   ,0.29   ,0.17   ,0.21
20030905   ,0.21   ,0.18   ,0.11  ,-0.22   ,0.03  ,-0.02
20030908   ,0.65   ,0.51   ,0.64   ,0.72   ,0.50   ,0.69
20030909   ,0.54   ,0.20   ,0.13  ,-0.25  ,-0.03  ,-0.28
20030910  ,-0.95  ,-1.13  ,-1.19  ,-0.75  ,-1.30  ,-1.57
20030911   ,0.17   ,0.36   ,0.44   ,0.18   ,0.16   ,0.17
20030912   ,0.61   ,0.53   ,0.65   ,0.32   ,0.41   ,0.44
20030915  ,-0.05   ,0.04  ,-0.05  ,-0.06  ,-0.19  ,-0.06
20030916   ,0.59   ,0.53   ,0.89   ,1.01   ,1.09   ,1.16
20030917   ,0.87   ,0.67   ,0.66   ,0.27   ,0.47   ,0.53
20030918   ,0.53   ,0.41   ,0.60   ,0.82   ,0.92   ,1.15
20030919   ,1.01   ,0.89   ,0.90  ,-0.19   ,0.16   ,0.10
20030922  ,-0.35  ,-0.34  ,-0.27  ,-1.16  ,-1.05  ,-1.24
20030923   ,0.39   ,0.30   ,0.29   ,0.31  ,-0.02   ,0.24
20030924  ,-0.44  ,-0.37  ,-0.40  ,-0.80  ,-0.45  ,-0.74
20030925  ,-1.83  ,-1.47  ,-1.53  ,-0.73  ,-0.90  ,-1.26
20030926  ,-0.96  ,-0.95  ,-0.70  ,-0.64  ,-0.63  ,-0.63
20030929   ,0.99   ,0.97   ,0.84   ,0.71   ,0.66   ,0.67
20030930  ,-0.01  ,-0.30  ,-0.24  ,-0.89  ,-0.76  ,-0.72
20031001   ,1.02   ,1.35   ,1.36   ,1.74   ,2.08   ,2.00
20031002   ,1.00   ,0.65   ,0.87   ,0.46   ,0.60   ,0.83
20031003   ,0.76   ,0.64   ,0.88   ,0.87   ,0.94   ,1.18
20031006   ,1.00   ,1.03   ,0.92   ,0.37   ,0.61   ,0.70
20031007   ,0.64   ,0.58   ,0.61   ,0.40   ,0.56   ,0.12
20031008  ,-0.03  ,-0.06  ,-0.06  ,-0.41  ,-0.21  ,-0.14
20031009   ,0.67   ,0.61   ,0.66   ,0.59   ,0.64   ,1.04
20031010   ,0.48   ,0.50   ,0.60   ,0.05   ,0.37   ,0.51
20031013   ,0.61   ,0.60   ,0.59   ,0.46   ,0.71   ,0.66
20031014   ,0.90   ,0.61   ,0.65   ,0.32   ,0.32   ,0.51
20031015  ,-0.29  ,-0.40  ,-0.26  ,-0.36  ,-0.14  ,-0.11
20031016   ,0.20   ,0.19   ,0.40   ,0.07   ,0.05   ,0.17
20031017   ,0.14  ,-0.07  ,-0.01  ,-0.33  ,-0.35  ,-0.38
20031020  ,-0.22  ,-0.08  ,-0.01   ,0.16   ,0.16   ,0.06
20031021   ,0.15   ,0.55   ,0.58   ,0.33   ,0.29   ,0.22
20031022  ,-0.80  ,-0.61  ,-0.87  ,-1.21  ,-0.78  ,-1.29
20031023  ,-1.86  ,-1.28  ,-2.08  ,-0.72  ,-0.92  ,-1.05
20031024   ,0.35  ,-0.04  ,-0.02  ,-0.29  ,-0.04  ,-0.21
20031027   ,0.94   ,0.80   ,1.00   ,0.35   ,0.38   ,1.03
20031028   ,1.02   ,0.92   ,1.14   ,1.04   ,1.06   ,1.33
20031029   ,0.75   ,0.77   ,0.65   ,0.06   ,0.43   ,0.61
20031030  ,-0.26  ,-0.26   ,0.01  ,-0.24   ,0.18   ,0.17
20031031  ,-0.41  ,-0.25  ,-0.46  ,-0.12  ,-0.16  ,-0.03
20031103  ,-0.09   ,0.38   ,0.27   ,0.28   ,0.45   ,0.58
20031104   ,0.65   ,0.60   ,1.10   ,0.00   ,0.50   ,0.24
20031105  ,-0.21  ,-0.28  ,-0.29  ,-0.41  ,-0.57  ,-0.46
20031106  ,-0.22  ,-0.05  ,-0.18   ,0.06  ,-0.04  ,-0.03
20031107   ,0.62   ,0.80   ,0.75   ,0.42   ,0.75   ,0.85
20031110  ,-0.84  ,-0.67  ,-0.72  ,-0.72  ,-0.62  ,-1.07
20031111  ,-1.24  ,-0.82  ,-1.21  ,-0.25  ,-0.36  ,-0.78
20031112   ,1.16   ,1.14   ,0.96   ,1.23   ,0.97   ,0.94
20031113   ,1.08   ,0.73   ,0.74   ,0.74   ,0.55   ,0.57
20031114  ,-0.54  ,-0.49  ,-0.69  ,-0.15  ,-0.43  ,-0.43
20031117  ,-2.18  ,-1.58  ,-2.26  ,-1.14  ,-1.42  ,-1.83
20031118   ,0.41   ,0.46   ,0.38   ,0.17   ,0.24   ,0.37
20031119  ,-0.82  ,-0.41  ,-0.67  ,-0.28  ,-0.47  ,-0.40
20031120   ,0.22  ,-0.13   ,0.03  ,-0.25  ,-0.09  ,-0.05
20031121   ,0.24   ,0.21   ,0.45  ,-0.01   ,0.34   ,0.40
20031124   ,0.52   ,0.55   ,0.59   ,1.02   ,0.79   ,1.02
20031125   ,0.81   ,0.64   ,0.97   ,0.08   ,0.52   ,0.79
20031126   ,1.22   ,0.88   ,0.97   ,0.63   ,0.83   ,0.91
20031127   ,0.08   ,0.05   ,0.07  ,-0.02   ,0.07   ,0.17
20031128   ,0.39   ,0.36   ,0.20   ,0.06   ,0.16   ,0.04
20031201   ,0.97   ,0.87   ,0.99   ,1.18   ,1.25   ,1.41
20031202   ,0.36   ,0.43   ,0.54   ,0.01   ,0.23   ,0.45
20031203  ,-0.23  ,-0.40  ,-0.26   ,0.06   ,0.14   ,0.07
20031204  ,-0.47  ,-0.03  ,-0.11   ,0.21   ,0.08   ,0.06
20031205  ,-0.13  ,-0.05  ,-0.10  ,-0.35  ,-0.36  ,-0.35
20031208  ,-0.25   ,0.14   ,0.02   ,0.22   ,0.10  ,-0.01
20031209  ,-0.32  ,-0.43  ,-0.28  ,-0.20  ,-0.08  ,-0.08
20031210  ,-1.34  ,-1.07  ,-1.23  ,-0.58  ,-0.81  ,-0.89
20031211   ,0.85   ,1.03   ,1.08   ,0.93   ,0.87   ,1.18
20031212   ,0.67   ,0.73   ,0.75   ,0.21   ,0.51   ,0.61
20031215   ,0.05  ,-0.32  ,-0.08   ,0.16   ,0.20   ,0.05
20031216  ,-0.43  ,-0.29  ,-0.39   ,0.13  ,-0.26  ,-0.24
20031217   ,0.04   ,0.15  ,-0.07   ,0.17   ,0.05   ,0.05
20031218   ,0.58   ,0.78   ,0.70   ,0.93   ,1.07   ,1.11
20031219  ,-0.13  ,-0.25  ,-0.04  ,-0.05   ,0.05   ,0.09
20031222   ,0.31   ,0.21   ,0.24   ,0.23   ,0.36   ,0.37
20031223   ,0.58   ,0.55   ,0.51   ,0.29   ,0.31   ,0.42
20031224   ,0.26   ,0.22   ,0.19   ,0.10   ,0.16   ,0.21
20031225   ,0.12   ,0.03   ,0.13   ,0.00  ,-0.01   ,0.04
20031226   ,0.37   ,0.19   ,0.31   ,0.03   ,0.08   ,0.04
20031229   ,1.47   ,1.21   ,1.34   ,1.04   ,1.13   ,1.08
20031230   ,0.78   ,0.77   ,0.91   ,0.39   ,0.49   ,0.49
20031231  ,-0.13  ,-0.38  ,-0.33   ,0.31   ,0.14   ,0.25
20040101  ,-0.15  ,-0.15  ,-0.14  ,-0.11  ,-0.14  ,-0.14
20040102   ,0.84   ,0.85   ,0.91   ,0.24   ,0.58   ,0.78
20040105   ,1.51   ,1.41   ,1.77   ,1.15   ,1.37   ,1.35
20040106   ,0.34   ,0.33   ,0.35   ,0.17   ,0.30   ,0.24
20040107   ,0.27   ,0.08   ,0.27  ,-0.17  ,-0.39  ,-0.24
20040108   ,1.03   ,1.17   ,1.20   ,0.65   ,0.90   ,1.16
20040109   ,0.18   ,0.01   ,0.15  ,-0.59  ,-0.21   ,0.11
20040112   ,0.17   ,0.31   ,0.53   ,0.03   ,0.06   ,0.05
20040113  ,-0.01   ,0.15   ,0.17  ,-0.31  ,-0.16  ,-0.06
20040114  ,-0.05   ,0.05   ,0.30   ,0.35   ,0.12   ,0.67
20040115  ,-0.39  ,-0.24  ,-0.29  ,-0.30  ,-0.11  ,-0.30
20040116   ,0.01   ,0.04   ,0.29   ,0.42   ,0.11   ,0.39
20040119   ,0.07   ,0.09   ,0.24   ,0.04   ,0.06   ,0.28
20040120   ,1.52   ,1.48   ,1.47   ,0.45   ,0.68   ,0.92
20040121   ,0.31   ,0.26   ,0.20   ,0.65   ,0.50   ,0.79
20040122   ,0.08   ,0.09   ,0.22   ,0.32   ,0.14   ,0.28
20040123  ,-0.42  ,-0.14  ,-0.16  ,-0.44  ,-0.63  ,-0.64
20040126  ,-0.03  ,-0.01   ,0.14   ,0.47  ,-0.02  ,-0.15
20040127   ,0.56   ,0.40   ,0.30  ,-0.04   ,0.11   ,0.20
20040128  ,-1.71  ,-1.48  ,-1.61  ,-1.09  ,-1.12  ,-1.74
20040129  ,-0.95  ,-0.79  ,-0.97   ,0.13  ,-0.63  ,-0.88
20040130   ,0.55   ,0.54   ,0.55  ,-0.23   ,0.07   ,0.24
20040202  ,-0.03  ,-0.08  ,-0.03   ,0.22   ,0.10   ,0.08
20040203   ,0.30   ,0.32   ,0.12   ,0.25   ,0.23   ,0.08
20040204  ,-1.40  ,-1.17  ,-1.35  ,-0.45  ,-0.98  ,-1.06
20040205   ,0.02   ,0.33   ,0.21   ,0.14   ,0.04   ,0.14
20040206   ,1.90   ,1.76   ,1.73   ,1.02   ,1.67   ,1.60
20040209   ,0.47   ,0.44   ,0.43   ,0.15   ,0.39   ,0.46
20040210   ,0.29   ,0.53   ,0.40   ,0.24   ,0.22   ,0.36
20040211   ,0.91   ,0.93   ,0.87   ,0.91   ,1.21   ,1.09
20040212   ,0.15  ,-0.08   ,0.02  ,-0.28  ,-0.28  ,-0.15
20040213  ,-0.42  ,-0.44  ,-0.39  ,-0.44  ,-0.36  ,-0.38
20040216   ,0.32   ,0.33   ,0.41   ,0.16   ,0.33   ,0.21
20040217   ,0.89   ,1.14   ,1.04   ,0.92   ,0.94   ,1.40
20040218  ,-0.72  ,-0.76  ,-0.70  ,-0.65  ,-0.77  ,-0.69
20040219  ,-0.34  ,-0.38  ,-0.44   ,0.18   ,0.21   ,0.21
20040220  ,-1.32  ,-1.05  ,-1.13  ,-0.81  ,-1.24  ,-1.40
20040223  ,-0.56  ,-0.37  ,-0.21   ,0.11   ,0.08  ,-0.04
20040224   ,0.19   ,0.24   ,0.02  ,-0.14  ,-0.08  ,-0.37
20040225  ,-0.16  ,-0.32  ,-0.26  ,-0.27  ,-0.28  ,-0.18
20040226   ,0.26   ,0.21   ,0.43  ,-0.01   ,0.24   ,0.28
20040227   ,0.95   ,0.74   ,1.02   ,0.34   ,0.62   ,0.73
20040301   ,1.08   ,0.82   ,1.12   ,1.01   ,0.84   ,1.16
20040302  ,-0.88  ,-1.00  ,-0.81  ,-0.93  ,-0.71  ,-0.70
20040303   ,0.01  ,-0.17  ,-0.04  ,-0.06  ,-0.17  ,-0.10
20040304   ,0.72   ,0.65   ,0.51   ,0.17   ,0.29   ,0.51
20040305   ,0.74   ,0.69   ,0.40   ,0.45   ,0.70   ,0.61
20040308   ,0.05   ,0.15   ,0.25  ,-0.25  ,-0.07   ,0.00
20040309  ,-0.68  ,-0.79  ,-0.78  ,-0.73  ,-0.86  ,-1.21
20040310  ,-1.24  ,-1.26  ,-1.10  ,-1.04  ,-1.25  ,-1.49
20040311  ,-0.63  ,-0.75  ,-0.71  ,-1.38  ,-1.23  ,-1.39
20040312   ,0.28   ,0.44   ,0.34   ,0.20   ,0.14   ,0.36
20040315  ,-0.79  ,-1.02  ,-0.59  ,-1.00  ,-0.99  ,-1.38
20040316   ,0.33   ,0.12   ,0.30   ,0.48   ,0.67   ,0.60
20040317   ,1.34   ,1.32   ,1.55   ,0.98   ,1.39   ,1.56
20040318   ,0.44   ,0.31   ,0.35   ,0.03   ,0.16   ,0.05
20040319  ,-0.30  ,-0.43  ,-0.34  ,-0.77  ,-0.63  ,-0.80
20040322  ,-0.98  ,-1.10  ,-1.13  ,-1.26  ,-1.34  ,-1.53
20040323   ,0.20   ,0.25   ,0.27   ,0.00   ,0.05   ,0.25
20040324  ,-0.50  ,-0.56  ,-0.10  ,-0.51  ,-0.51  ,-0.60
20040325   ,1.09   ,1.13   ,1.22   ,1.25   ,1.37   ,1.65
20040326   ,0.80   ,0.44   ,0.77   ,0.28   ,0.38   ,0.37
20040329   ,1.23   ,1.13   ,1.03   ,1.23   ,1.16   ,1.02
20040330   ,0.76   ,0.56   ,0.41   ,0.26   ,0.31   ,0.23
20040331   ,1.18   ,0.89   ,1.11   ,0.43   ,0.65   ,0.64
20040401   ,1.52   ,0.72   ,0.77   ,0.63   ,0.77   ,1.18
20040402   ,0.44   ,0.12   ,0.22   ,0.59   ,0.12   ,0.34
20040405   ,0.66   ,0.27   ,0.24   ,0.54   ,0.47   ,0.41
20040406  ,-0.52   ,0.01  ,-0.11  ,-0.11   ,0.21   ,0.07
20040407   ,0.38   ,0.37   ,0.46  ,-0.20  ,-0.21  ,-0.30
20040408  ,-0.36  ,-0.41  ,-0.36  ,-0.25  ,-0.28  ,-0.09
20040409  ,-0.51  ,-0.19  ,-0.49  ,-0.15  ,-0.18  ,-0.21
20040412   ,1.20   ,0.76   ,0.98   ,0.51   ,0.53   ,0.44
20040413  ,-1.28  ,-1.12  ,-0.94  ,-0.90  ,-1.05  ,-1.02
20040414  ,-0.93  ,-1.13  ,-1.05  ,-0.41  ,-1.15  ,-1.08
20040415  ,-0.49  ,-0.38  ,-0.54   ,0.36  ,-0.40  ,-0.60
20040416   ,0.33   ,0.56   ,0.55   ,0.51   ,0.53   ,0.53
20040419  ,-0.07   ,0.12  ,-0.33   ,0.19  ,-0.02  ,-0.04
20040420  ,-1.03  ,-0.99  ,-0.70  ,-1.04  ,-0.79  ,-0.63
20040421  ,-0.10   ,0.05   ,0.00   ,0.02  ,-0.25  ,-0.27
20040422   ,1.04   ,0.88   ,0.77   ,1.06   ,1.17   ,1.18
20040423   ,0.09  ,-0.03   ,0.20   ,0.21  ,-0.05   ,0.16
20040426   ,0.53   ,0.18   ,0.09  ,-0.02  ,-0.06   ,0.08
20040427  ,-0.05   ,0.01  ,-0.15   ,0.04   ,0.04   ,0.15
20040428  ,-1.37  ,-1.55  ,-1.45  ,-1.56  ,-1.61  ,-1.52
20040429  ,-0.61  ,-0.66  ,-0.82  ,-0.17  ,-0.43  ,-0.69
20040430  ,-0.79  ,-0.56  ,-0.96  ,-0.63  ,-0.59  ,-0.98
20040503   ,0.23   ,0.19   ,0.12   ,0.66   ,0.39   ,0.46
20040504   ,0.97   ,1.00   ,1.00   ,0.65   ,0.98   ,0.93
20040505   ,0.40   ,0.44   ,0.28   ,0.55   ,0.51   ,0.54
20040506  ,-1.32  ,-1.30  ,-1.58  ,-0.99  ,-1.52  ,-1.81
20040507  ,-2.32  ,-2.15  ,-2.24  ,-1.37  ,-1.88  ,-2.05
20040510  ,-4.18  ,-2.94  ,-3.94  ,-1.92  ,-2.56  ,-2.93
20040511   ,0.45   ,0.87   ,0.83   ,0.70   ,0.95   ,1.16
20040512   ,0.94   ,0.71   ,0.80   ,0.08   ,0.38   ,0.25
20040513  ,-1.03  ,-0.87  ,-1.18  ,-0.40  ,-0.32  ,-0.29
20040514  ,-0.70  ,-0.23  ,-0.52  ,-0.05   ,0.01  ,-0.13
20040517  ,-2.24  ,-1.53  ,-2.21  ,-0.84  ,-1.11  ,-1.52
20040518   ,1.04   ,0.60   ,1.01   ,0.51   ,0.69   ,0.97
20040519   ,1.95   ,1.36   ,1.99   ,0.59   ,1.26   ,1.75
20040520  ,-0.22  ,-0.13   ,0.16  ,-0.34  ,-0.29  ,-0.36
20040521   ,1.03   ,0.76   ,1.16   ,0.34   ,0.57   ,0.77
20040524   ,0.52   ,0.68   ,0.68   ,0.15   ,0.49   ,0.61
20040525   ,1.36   ,1.19   ,1.11   ,1.10   ,1.04   ,0.90
20040526   ,0.47   ,0.57   ,0.42   ,0.39   ,0.48   ,0.50
20040527   ,0.72   ,0.88   ,0.77   ,1.19   ,0.97   ,1.07
20040528   ,0.44   ,0.29   ,0.52  ,-0.14   ,0.07   ,0.14
20040531   ,0.23   ,0.10   ,0.19   ,0.00   ,0.13   ,0.08
20040601   ,0.36   ,0.26   ,0.18  ,-0.02  ,-0.19  ,-0.33
20040602   ,0.13  ,-0.04   ,0.04   ,0.27   ,0.19   ,0.27
20040603  ,-1.28  ,-0.99  ,-1.19  ,-0.51  ,-0.68  ,-0.69
20040604   ,0.57   ,0.75   ,0.68   ,0.55   ,0.79   ,0.96
20040607   ,1.53   ,1.54   ,1.84   ,1.51   ,1.73   ,1.83
20040608  ,-0.32  ,-0.08   ,0.05   ,0.09  ,-0.05   ,0.01
20040609  ,-1.20  ,-1.23  ,-1.02  ,-1.17  ,-1.36  ,-1.28
20040610   ,0.53   ,0.60   ,0.77   ,0.51   ,0.74   ,0.64
20040611  ,-0.38  ,-0.43  ,-0.32  ,-0.38  ,-0.49  ,-0.38
20040614  ,-0.62  ,-0.99  ,-0.93  ,-0.78  ,-1.11  ,-1.31
20040615   ,1.32   ,1.14   ,1.09   ,0.92   ,1.08   ,1.10
20040616   ,0.18  ,-0.03   ,0.07   ,0.08   ,0.02  ,-0.03
20040617   ,0.48   ,0.19   ,0.33   ,0.04   ,0.16   ,0.15
20040618   ,0.21   ,0.25   ,0.23   ,0.30   ,0.25   ,0.17
20040621  ,-0.06  ,-0.02   ,0.19  ,-0.13  ,-0.03  ,-0.22
20040622  ,-0.17   ,0.09   ,0.00  ,-0.17  ,-0.14  ,-0.18
20040623   ,0.50   ,0.53   ,0.66   ,0.55   ,0.63   ,0.54
20040624   ,0.89   ,0.77   ,0.90   ,0.44   ,0.56   ,0.81
20040625   ,0.55   ,0.46   ,0.34  ,-0.43  ,-0.09   ,0.00
20040628   ,0.25   ,0.30   ,0.38   ,0.13   ,0.13   ,0.31
20040629  ,-0.07   ,0.03   ,0.10  ,-0.26  ,-0.34  ,-0.22
20040630   ,0.80   ,0.83   ,0.77   ,0.31   ,0.38   ,0.64
20040701  ,-0.37  ,-0.61  ,-0.25  ,-0.77  ,-0.52  ,-0.61
20040702   ,0.24   ,0.19   ,0.21  ,-0.23   ,0.00   ,0.06
20040705  ,-0.41  ,-0.30  ,-0.62  ,-0.34  ,-0.33  ,-0.35
20040706  ,-1.30  ,-1.00  ,-0.71  ,-0.84  ,-0.62  ,-0.60
20040707   ,0.38   ,0.26   ,0.26   ,0.32   ,0.42   ,0.35
20040708  ,-1.08  ,-1.04  ,-0.75  ,-0.56  ,-0.50  ,-0.44
20040709   ,0.68   ,0.63   ,0.75   ,0.44   ,0.62   ,0.39
20040712   ,0.08   ,0.00   ,0.30  ,-0.08   ,0.07   ,0.07
20040713  ,-0.43  ,-0.22  ,-0.16  ,-0.15  ,-0.07  ,-0.10
20040714  ,-0.78  ,-0.60  ,-0.58  ,-0.31  ,-0.36  ,-0.22
20040715  ,-0.54  ,-0.23  ,-0.36  ,-0.79  ,-0.49  ,-0.37
20040716   ,0.24   ,0.17   ,0.49  ,-0.07   ,0.40   ,0.37
20040719  ,-0.44  ,-0.19   ,0.06  ,-0.31  ,-0.04  ,-0.04
20040720  ,-0.19   ,0.15  ,-0.20   ,0.16  ,-0.11  ,-0.11
20040721  ,-1.11  ,-1.17  ,-0.81  ,-0.68  ,-0.67  ,-0.40
20040722  ,-0.55  ,-0.44  ,-0.53  ,-0.29  ,-0.59  ,-0.77
20040723  ,-1.19  ,-1.13  ,-0.75  ,-1.30  ,-0.81  ,-0.89
20040726  ,-1.00  ,-0.62  ,-0.58  ,-0.49  ,-0.32  ,-0.46
20040727  ,-0.47   ,0.22  ,-0.41   ,0.38   ,0.17   ,0.34
20040728   ,0.18  ,-0.08   ,0.14   ,0.04   ,0.40   ,0.17
20040729   ,0.27   ,0.55   ,0.09   ,0.37   ,0.75   ,0.59
20040730   ,1.11   ,0.47   ,0.64   ,0.41   ,0.28   ,0.17
20040802  ,-0.33   ,0.03   ,0.14   ,0.13   ,0.24   ,0.23
20040803  ,-0.79  ,-0.47  ,-0.31  ,-0.42   ,0.07  ,-0.04
20040804  ,-0.82  ,-0.63  ,-0.67  ,-0.40  ,-0.71  ,-0.68
20040805  ,-0.61  ,-0.65  ,-0.55  ,-1.06  ,-0.72  ,-0.60
20040806  ,-0.40  ,-0.60  ,-0.19  ,-1.07  ,-0.67  ,-0.62
20040809  ,-0.69  ,-0.51  ,-0.51  ,-0.31  ,-0.24  ,-0.51
20040810   ,0.63   ,0.67   ,0.39   ,0.92   ,0.53   ,0.65
20040811  ,-0.19  ,-0.32   ,0.10  ,-0.17  ,-0.08  ,-0.28
20040812  ,-0.75  ,-0.76  ,-0.49  ,-0.69  ,-0.60  ,-0.71
20040813   ,0.03   ,0.29   ,0.22   ,0.20   ,0.08   ,0.19
20040816   ,0.38   ,0.62   ,0.35   ,0.81   ,0.82   ,0.96
20040817   ,0.23   ,0.26   ,0.12   ,0.37   ,0.23   ,0.24
20040818   ,0.89   ,0.85   ,0.63   ,0.89   ,0.64   ,0.73
20040819   ,0.47   ,0.22   ,0.39   ,0.10   ,0.25   ,0.23
20040820   ,0.76   ,0.71   ,0.53   ,0.22   ,0.32   ,0.27
20040823  ,-0.42  ,-0.64  ,-0.55  ,-0.16  ,-0.36  ,-0.28
20040824  ,-0.39  ,-0.20   ,0.02  ,-0.13  ,-0.08  ,-0.04
20040825   ,0.58   ,0.57   ,0.45   ,0.62   ,0.54   ,0.71
20040826   ,0.07   ,0.01   ,0.16   ,0.24   ,0.38   ,0.31
20040827   ,0.37   ,0.26   ,0.24   ,0.27   ,0.23   ,0.08
20040830  ,-0.43  ,-0.45  ,-0.28  ,-0.53  ,-0.36  ,-0.36
20040831   ,0.57   ,0.61   ,0.60   ,0.23   ,0.44   ,0.44
20040901   ,0.66   ,0.49   ,0.48   ,0.46   ,0.40   ,0.35
20040902   ,0.48   ,0.64   ,0.58   ,0.75   ,0.63   ,0.59
20040903  ,-0.91  ,-0.79  ,-0.78  ,-0.71  ,-0.52  ,-0.44
20040906   ,0.30   ,0.31   ,0.58   ,0.37   ,0.46   ,0.36
20040907   ,0.46   ,0.68   ,0.66   ,0.49   ,0.71   ,0.68
20040908   ,0.02  ,-0.15  ,-0.07  ,-0.04  ,-0.16  ,-0.04
20040909   ,0.30   ,0.54   ,0.15  ,-0.12  ,-0.10  ,-0.10
20040910   ,0.71   ,0.52   ,0.22   ,0.58   ,0.32   ,0.40
20040913   ,0.68   ,0.53   ,0.36   ,0.54   ,0.52   ,0.51
20040914   ,0.25   ,0.11   ,0.10   ,0.22   ,0.10   ,0.01
20040915  ,-1.07  ,-0.75  ,-0.59  ,-0.97  ,-0.84  ,-0.73
20040916   ,0.61   ,0.64   ,0.47   ,0.13   ,0.48   ,0.61
20040917  ,-0.12  ,-0.01  ,-0.11   ,0.39   ,0.33   ,0.19
