Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19981027   ,1.02   ,0.57   ,0.67   ,0.57   ,1.16   ,0.72
19981028  ,-0.03  ,-0.03  ,-0.11  ,-0.49  ,-0.82  ,-0.43
19981029   ,0.80   ,0.62   ,0.70   ,1.42   ,1.25   ,1.00
19981030   ,1.09   ,1.17   ,0.95   ,1.03   ,1.52   ,1.78
19981102   ,1.90   ,1.81   ,1.78   ,1.85   ,1.74   ,1.83
19981103   ,0.26   ,0.22   ,0.04  ,-0.32  ,-0.30  ,-0.07
19981104   ,1.06   ,0.84   ,1.04   ,1.04   ,1.57   ,1.67
19981105   ,0.44   ,0.38   ,0.05   ,0.42  ,-0.36  ,-0.13
19981106   ,0.52   ,0.20  ,-0.15   ,0.27   ,0.04  ,-0.18
19981109  ,-0.55  ,-0.90  ,-1.31  ,-1.09  ,-1.40  ,-1.49
19981110  ,-0.50  ,-0.50  ,-0.59   ,0.00  ,-0.96  ,-0.77
19981111   ,0.11   ,0.19   ,0.61   ,0.11   ,0.43   ,0.42
19981112  ,-0.56  ,-0.44  ,-0.61  ,-0.77  ,-0.33  ,-0.74
19981113  ,-0.23  ,-0.17  ,-0.15   ,0.19   ,0.67   ,0.59
19981116   ,0.87   ,0.89   ,1.30   ,1.58   ,1.50   ,1.42
19981117  ,-0.29  ,-0.23  ,-0.26   ,0.24  ,-0.30   ,0.00
19981118   ,0.05   ,0.23   ,0.25   ,0.49  ,-0.22  ,-0.19
19981119   ,0.53   ,0.40   ,0.74   ,0.96   ,0.82   ,0.70
19981120   ,0.41   ,0.51   ,0.39   ,1.11   ,1.37   ,1.18
19981123   ,0.58   ,0.10   ,0.01   ,1.59   ,1.37   ,1.58
19981124   ,0.24   ,0.26   ,0.51  ,-0.22  ,-0.16  ,-0.09
19981125   ,0.29   ,0.49   ,0.24  ,-0.01  ,-0.12   ,0.02
19981126   ,0.17   ,0.17   ,0.46   ,0.40   ,0.86   ,0.71
19981127   ,0.78   ,0.10   ,0.20   ,0.14   ,0.19  ,-0.12
19981130  ,-0.66  ,-0.26  ,-0.23  ,-1.96  ,-1.55  ,-1.70
19981201  ,-0.54  ,-0.30  ,-0.33   ,0.33  ,-1.45  ,-0.56
19981202   ,0.50   ,0.37   ,0.66   ,0.22  ,-0.18   ,0.41
19981203  ,-0.50  ,-0.35  ,-0.41  ,-0.89  ,-0.07  ,-0.50
19981204   ,0.02   ,0.07  ,-0.27   ,1.28   ,0.54   ,0.67
19981207   ,0.16   ,0.13  ,-0.05   ,0.72   ,0.12   ,0.05
19981208   ,0.32   ,0.19   ,0.26   ,0.23   ,0.32  ,-0.10
19981209   ,0.18  ,-0.12   ,0.24   ,0.46   ,0.38  ,-0.11
19981210  ,-0.12  ,-0.10   ,0.34  ,-0.95  ,-0.34  ,-0.31
19981211  ,-0.28  ,-0.38  ,-0.44  ,-0.20  ,-0.89  ,-0.65
19981214  ,-1.43  ,-1.17  ,-0.88  ,-1.74  ,-0.99  ,-1.07
19981215  ,-0.18  ,-0.42  ,-0.71   ,1.26   ,0.21   ,0.14
19981216   ,0.04  ,-0.08  ,-0.13   ,0.01   ,0.34   ,0.18
19981217   ,0.53   ,0.48   ,0.15   ,1.30   ,1.28   ,1.43
19981218   ,1.08   ,0.70   ,0.69   ,0.78   ,0.39   ,0.41
19981221   ,0.43   ,0.19   ,0.10   ,1.50   ,1.43   ,0.67
19981222  ,-0.04  ,-0.40  ,-0.56   ,0.16  ,-0.61  ,-0.45
19981223   ,0.86   ,0.67   ,0.54   ,1.88   ,1.28   ,1.30
19981224   ,0.00  ,-0.05  ,-0.29  ,-0.35  ,-0.32   ,0.04
19981225   ,0.07   ,0.13   ,0.25   ,0.08   ,0.11   ,0.14
19981228   ,0.48   ,0.34   ,0.27   ,0.37   ,0.32   ,0.26
19981229   ,0.66   ,0.57   ,0.53   ,1.12   ,0.70   ,0.68
19981230   ,0.44   ,0.44   ,0.50  ,-0.81  ,-0.40  ,-0.08
19981231   ,1.46   ,1.60   ,1.18   ,0.18   ,0.52   ,0.63
19990101  ,-0.06  ,-0.05  ,-0.05  ,-0.03  ,-0.09  ,-0.06
19990104   ,0.94   ,0.62   ,0.76   ,0.59   ,1.95   ,1.02
19990105   ,0.03  ,-0.05  ,-0.03   ,0.92   ,0.55   ,0.64
19990106   ,0.88   ,0.67   ,0.48   ,1.51   ,1.56   ,1.65
19990107   ,0.73   ,0.58   ,0.73   ,0.05   ,0.00   ,0.02
19990108   ,0.32   ,0.24   ,0.01  ,-0.18  ,-0.06   ,0.31
19990111   ,0.38   ,0.22   ,0.57  ,-0.71  ,-1.17  ,-0.73
19990112  ,-0.71  ,-1.12  ,-1.41  ,-1.85  ,-1.23  ,-1.71
19990113  ,-1.22  ,-0.75  ,-0.98  ,-0.87  ,-1.69  ,-1.46
19990114   ,0.08  ,-0.09  ,-0.04  ,-0.80  ,-0.52  ,-0.85
19990115   ,0.41   ,0.33   ,0.07   ,1.68   ,1.11   ,1.22
19990118   ,0.81   ,0.40   ,0.49   ,0.70   ,1.39   ,0.75
19990119   ,0.53   ,0.49   ,0.30   ,0.69  ,-0.19  ,-0.24
19990120   ,0.74   ,0.32   ,0.09   ,0.45   ,0.91   ,0.10
19990121  ,-0.56  ,-0.68  ,-0.36  ,-1.51  ,-0.95  ,-0.94
19990122  ,-0.62  ,-0.61  ,-0.70  ,-1.15  ,-1.69  ,-1.39
19990125  ,-0.16  ,-0.16  ,-0.09   ,0.64   ,0.04   ,0.50
19990126   ,0.72   ,0.58   ,0.68   ,1.69   ,0.31   ,0.35
19990127  ,-0.52  ,-0.92  ,-0.89  ,-0.28  ,-0.91  ,-1.09
19990128  ,-0.06   ,0.15  ,-0.36   ,1.28   ,0.74   ,0.94
19990129   ,0.52   ,0.51   ,0.40   ,0.85   ,0.65   ,0.68
19990201   ,0.38   ,0.13   ,0.21  ,-0.17   ,0.66   ,0.26
19990202   ,0.17  ,-0.01   ,0.55  ,-0.31  ,-0.49  ,-0.34
19990203   ,0.12  ,-0.01  ,-0.59  ,-0.03  ,-0.10  ,-0.38
19990204  ,-0.02  ,-0.10   ,0.13  ,-1.38  ,-0.16  ,-0.61
19990205  ,-1.06  ,-0.98  ,-0.87  ,-1.45  ,-0.57  ,-0.54
19990208  ,-0.14  ,-0.12  ,-0.27  ,-0.04   ,0.09  ,-0.03
19990209  ,-1.32  ,-0.82  ,-0.62  ,-2.01  ,-1.71  ,-1.36
19990210  ,-0.81  ,-0.69  ,-0.48   ,0.22  ,-0.36  ,-0.34
19990211   ,0.89   ,0.55   ,0.26   ,1.89   ,1.15   ,1.08
19990212  ,-0.19  ,-0.22   ,0.04  ,-0.79   ,0.26  ,-0.36
19990215  ,-0.28  ,-0.31  ,-0.30  ,-0.15  ,-0.17  ,-0.15
19990216  ,-0.46  ,-0.63  ,-0.88   ,0.38   ,0.22   ,0.31
19990217  ,-0.84  ,-0.79  ,-0.47  ,-1.07  ,-1.01  ,-0.60
19990218  ,-0.34  ,-0.26  ,-0.33   ,0.39   ,0.22   ,0.54
19990219   ,0.00  ,-0.31  ,-0.69  ,-0.02  ,-0.32  ,-0.40
19990222   ,0.73   ,0.45   ,0.62   ,2.26   ,1.41   ,1.38
19990223   ,0.48   ,0.05   ,0.24   ,0.46   ,0.60  ,-0.10
19990224   ,0.03  ,-0.39  ,-0.45  ,-0.70  ,-0.28  ,-0.62
19990225  ,-0.17  ,-0.01   ,0.34  ,-0.59  ,-0.69  ,-0.38
19990226   ,0.03  ,-0.06   ,0.24  ,-0.58  ,-0.35  ,-0.09
19990301  ,-0.03  ,-0.27  ,-0.25  ,-0.73  ,-1.10  ,-0.62
19990302  ,-0.07  ,-0.19  ,-0.30  ,-0.74   ,0.04   ,0.03
19990303  ,-0.79  ,-0.64  ,-0.50  ,-0.25  ,-0.66  ,-0.42
19990304  ,-0.19  ,-0.03  ,-0.36   ,0.81   ,0.92   ,0.71
19990305   ,1.02   ,1.17   ,1.40   ,2.37   ,2.24   ,1.83
19990308   ,0.80   ,0.49   ,0.46   ,0.79   ,0.34   ,0.21
19990309   ,0.05   ,0.10   ,0.29   ,0.42   ,0.03   ,0.09
19990310   ,0.76   ,0.61   ,1.15   ,0.46   ,1.13   ,1.19
19990311   ,0.53   ,0.31   ,0.70   ,1.03   ,1.35   ,1.20
19990312  ,-0.17  ,-0.19   ,0.08  ,-0.38  ,-0.31   ,0.18
19990315   ,0.36   ,0.23   ,0.55   ,0.86   ,0.35   ,0.37
19990316   ,0.62   ,0.31   ,0.87   ,0.46   ,0.62   ,0.20
19990317  ,-0.10  ,-0.06   ,0.06  ,-0.63  ,-0.18   ,0.14
19990318   ,0.12  ,-0.25  ,-0.28   ,0.37   ,0.15   ,0.65
19990319  ,-0.23   ,0.01   ,0.61  ,-0.37   ,0.25  ,-0.09
19990322  ,-0.28  ,-0.26  ,-0.39  ,-0.38  ,-0.42  ,-0.03
19990323  ,-1.21  ,-1.09  ,-0.45  ,-2.05  ,-1.88  ,-1.69
19990324  ,-0.51  ,-0.63  ,-0.60  ,-0.09  ,-0.85  ,-0.53
19990325   ,1.29   ,1.20   ,1.02   ,1.73   ,1.48   ,1.17
19990326   ,0.21   ,0.07  ,-0.37  ,-0.38  ,-0.55  ,-0.69
19990329   ,0.97   ,0.55   ,0.13   ,1.81   ,1.01   ,0.47
19990330   ,0.11  ,-0.08  ,-0.08  ,-0.18  ,-0.67  ,-0.59
19990331   ,0.19   ,0.14   ,0.63  ,-0.40   ,0.16   ,0.17
19990401  ,-0.05   ,0.12   ,0.10   ,0.77   ,0.21   ,0.27
19990402   ,0.40   ,0.25   ,0.40   ,0.05  ,-0.01   ,0.16
19990405   ,0.23   ,0.19   ,0.16   ,1.10   ,0.47   ,0.47
19990406   ,0.03   ,0.12   ,0.70   ,0.55   ,1.03   ,0.44
19990407   ,0.04  ,-0.31   ,0.07   ,0.23   ,0.68   ,0.45
19990408   ,0.72   ,0.60   ,0.73   ,1.07   ,0.73   ,0.81
19990409   ,1.09   ,0.94   ,1.07   ,0.44   ,0.60   ,0.49
19990412   ,0.91   ,0.36   ,0.25   ,0.07   ,0.21   ,0.54
19990413   ,1.39   ,0.72   ,0.99  ,-0.05   ,0.45   ,0.22
19990414  ,-0.30   ,0.47   ,0.75  ,-1.30   ,0.08   ,0.35
19990415  ,-0.35  ,-0.09   ,0.28  ,-1.20  ,-0.04   ,0.00
19990416   ,0.70   ,1.08   ,1.30  ,-0.64   ,0.73   ,0.41
19990419  ,-1.83  ,-0.53   ,0.12  ,-2.30   ,0.47   ,0.29
19990420  ,-0.50  ,-0.41  ,-0.95   ,0.57  ,-1.47  ,-0.46
19990421   ,1.12   ,0.67  ,-0.02   ,1.91   ,0.49   ,0.23
19990422   ,1.00   ,0.75   ,0.54   ,1.75   ,0.98   ,0.77
19990423   ,0.69   ,0.49   ,0.64   ,0.06   ,0.03   ,0.29
19990426   ,0.78   ,0.39   ,0.31   ,0.79   ,0.15  ,-0.08
19990427   ,0.51   ,0.46   ,0.26   ,0.19   ,1.25   ,1.13
19990428  ,-0.38   ,0.29   ,0.46  ,-1.07   ,0.10   ,0.21
19990429   ,0.13   ,0.06   ,0.23  ,-0.88  ,-0.13  ,-0.11
19990430   ,0.26   ,0.32   ,0.31  ,-0.39  ,-0.15  ,-0.43
19990503   ,0.28   ,0.34   ,0.45   ,0.51   ,1.07   ,1.08
19990504   ,0.11   ,0.21   ,0.27  ,-1.01  ,-0.22  ,-0.27
19990505   ,0.21   ,0.53   ,0.60   ,0.83  ,-0.20   ,0.74
19990506   ,0.01   ,0.66   ,1.13  ,-0.38  ,-0.15   ,0.04
19990507  ,-0.12  ,-0.05  ,-0.36   ,0.17  ,-0.08   ,0.08
19990510   ,0.59   ,0.49   ,0.60  ,-0.01   ,0.11   ,0.03
19990511   ,0.43   ,0.19  ,-0.08   ,0.77   ,0.06  ,-0.10
19990512   ,0.25   ,0.26   ,0.13   ,0.37  ,-0.31  ,-0.05
19990513  ,-0.09   ,0.16  ,-0.14   ,0.12   ,0.44   ,0.47
19990514  ,-0.67  ,-0.74  ,-0.58  ,-1.87  ,-1.78  ,-1.65
19990517  ,-0.61  ,-0.75  ,-1.16  ,-0.33  ,-1.09  ,-1.25
19990518   ,0.40   ,0.24   ,0.18  ,-0.03   ,0.35   ,0.13
19990519  ,-0.02   ,0.02  ,-0.49   ,0.43   ,0.51   ,0.42
19990520   ,0.45   ,0.39   ,0.16  ,-0.14   ,0.23  ,-0.02
19990521   ,0.17   ,0.18   ,0.18  ,-0.73   ,0.07  ,-0.23
19990524  ,-0.56  ,-0.32   ,0.13  ,-1.12  ,-0.66  ,-0.53
19990525  ,-1.09  ,-0.79  ,-0.49  ,-1.38  ,-1.03  ,-1.16
19990526  ,-0.61  ,-0.71  ,-0.57   ,0.56  ,-0.11   ,0.05
19990527   ,0.00   ,0.06   ,0.57  ,-0.76  ,-1.06  ,-1.01
19990528   ,0.35  ,-0.04  ,-0.51   ,0.93   ,0.58   ,0.37
19990531   ,0.10   ,0.08   ,0.13   ,0.07   ,0.30   ,0.17
19990601   ,0.40   ,0.59   ,0.79  ,-0.09  ,-0.09   ,0.31
19990602  ,-0.30  ,-0.34  ,-0.14   ,0.18  ,-0.09  ,-0.12
19990603   ,0.15   ,0.19  ,-0.12   ,0.24   ,0.58   ,0.35
19990604   ,1.08   ,0.67   ,0.37   ,1.85   ,0.88   ,0.65
19990607   ,0.64   ,0.77   ,0.99   ,0.59   ,0.81   ,0.81
19990608   ,0.50   ,0.47   ,0.75  ,-0.32   ,0.30   ,0.07
19990609   ,0.46   ,0.44   ,0.44   ,0.29   ,0.08  ,-0.04
19990610   ,0.05   ,0.16   ,0.71  ,-1.02  ,-0.27  ,-0.21
19990611   ,0.13   ,0.18   ,0.61   ,0.01   ,0.44   ,0.50
19990614  ,-1.34  ,-0.95  ,-0.71  ,-0.92  ,-0.71  ,-0.50
19990615  ,-0.33  ,-0.02   ,0.00   ,0.32   ,0.34   ,0.34
19990616   ,0.74   ,0.24   ,0.32   ,1.77   ,0.52   ,0.62
19990617   ,0.91   ,0.78   ,0.95   ,1.00   ,0.77   ,0.77
19990618   ,0.57   ,0.38   ,0.21   ,0.14   ,0.31   ,0.43
19990621   ,0.79   ,0.59   ,0.45   ,0.73   ,0.20   ,0.04
19990622   ,0.30   ,0.16   ,0.44  ,-0.43  ,-0.58  ,-0.58
19990623  ,-0.08   ,0.04   ,0.08  ,-0.51  ,-0.54  ,-0.54
19990624  ,-0.06  ,-0.07  ,-0.11  ,-0.82  ,-0.81  ,-0.65
19990625   ,0.07   ,0.24   ,0.02   ,0.01  ,-0.19  ,-0.02
19990628   ,0.40   ,0.33   ,0.38   ,0.78   ,0.18   ,0.33
19990629   ,0.90   ,0.54   ,0.54   ,1.33   ,0.47   ,0.50
19990630   ,1.27   ,1.53   ,0.56   ,1.45   ,0.45   ,0.05
19990701   ,0.26   ,0.20   ,0.23   ,1.16   ,1.02   ,0.53
19990702   ,0.82   ,0.56   ,0.58   ,0.89   ,0.64   ,0.52
19990705   ,0.37   ,0.19   ,0.12   ,0.46   ,0.56   ,0.72
19990706  ,-0.03  ,-0.24  ,-0.07  ,-0.34  ,-0.14  ,-0.04
19990707  ,-0.41  ,-0.44  ,-0.12   ,0.05  ,-0.21  ,-0.13
19990708   ,0.12   ,0.09   ,0.03  ,-0.41   ,0.05  ,-0.18
19990709   ,0.44   ,0.27   ,0.25   ,0.17   ,0.17   ,0.38
19990712   ,0.46   ,0.28   ,0.38   ,0.03   ,0.03  ,-0.06
19990713  ,-0.22  ,-0.10   ,0.06  ,-0.28  ,-0.69  ,-0.47
19990714   ,0.85   ,0.50   ,0.45   ,0.64   ,0.35   ,0.64
19990715   ,0.84   ,0.61   ,0.41   ,1.10   ,0.88   ,0.60
19990716  ,-0.19  ,-0.10  ,-0.16   ,0.34   ,0.02  ,-0.09
19990719   ,0.58   ,0.45   ,0.81  ,-0.05   ,0.33   ,0.92
19990720  ,-0.85  ,-0.63  ,-0.43  ,-2.09  ,-1.26  ,-0.88
19990721  ,-0.05   ,0.21   ,0.17   ,0.17  ,-0.21  ,-0.35
19990722  ,-0.45  ,-0.46  ,-0.55  ,-1.44  ,-0.89  ,-0.74
19990723  ,-0.66  ,-0.50  ,-0.58  ,-0.69  ,-0.77  ,-0.82
19990726  ,-0.57  ,-0.22  ,-0.25  ,-0.70  ,-0.36  ,-0.34
19990727   ,0.05   ,0.18   ,0.07   ,1.06   ,0.71   ,0.42
19990728   ,0.68   ,0.48   ,0.46   ,0.75   ,0.38   ,0.58
19990729  ,-0.25  ,-0.06   ,0.09  ,-1.38  ,-0.98  ,-0.52
19990730   ,0.24   ,0.48   ,0.36  ,-0.02   ,0.41   ,0.29
19990802  ,-0.72  ,-0.36  ,-0.33  ,-0.21  ,-0.08  ,-0.25
19990803  ,-0.40  ,-0.47  ,-0.54  ,-0.47  ,-0.29  ,-0.27
19990804  ,-0.39  ,-0.18   ,0.02  ,-1.25  ,-0.32   ,0.02
19990805  ,-0.81  ,-0.83  ,-1.02  ,-0.51  ,-0.76  ,-1.00
19990806  ,-0.14  ,-0.22  ,-0.31  ,-0.77  ,-0.77  ,-0.60
19990809  ,-0.24  ,-0.13   ,0.08  ,-0.17   ,0.22   ,0.20
19990810  ,-0.53  ,-0.45  ,-0.38  ,-1.08  ,-1.13  ,-1.04
19990811   ,0.40   ,0.11   ,0.07   ,0.93   ,0.63   ,0.78
19990812   ,0.73   ,0.44   ,0.55   ,0.67   ,0.66   ,1.12
19990813   ,0.60   ,0.26   ,0.00   ,1.77   ,1.18   ,0.38
19990816   ,0.81   ,0.69   ,0.90   ,0.94   ,0.49   ,0.58
19990817   ,0.57   ,0.26   ,0.09   ,0.74   ,0.53   ,0.17
19990818   ,0.68   ,0.27   ,0.41  ,-0.27   ,0.24  ,-0.13
19990819   ,0.13   ,0.37   ,0.47  ,-0.59  ,-0.46   ,0.40
19990820   ,0.71   ,0.47   ,0.73   ,1.20   ,0.86   ,1.49
19990823   ,0.10   ,0.01  ,-0.01   ,1.33   ,0.54   ,1.38
19990824   ,0.22   ,0.26   ,0.14   ,0.35   ,0.20  ,-0.21
19990825   ,0.12  ,-0.18  ,-0.33   ,1.37  ,-0.11  ,-0.67
19990826   ,0.16  ,-0.16  ,-0.25  ,-0.75  ,-0.86  ,-0.42
19990827   ,0.06   ,0.09   ,0.05  ,-0.63  ,-0.36  ,-0.22
19990830   ,0.27   ,0.04   ,0.10  ,-0.58  ,-0.83  ,-0.45
19990831   ,0.63   ,0.26   ,0.22  ,-0.75  ,-0.61  ,-0.99
19990901   ,0.89   ,0.82   ,0.72   ,1.20   ,1.09   ,1.26
19990902   ,0.12   ,0.10  ,-0.17  ,-0.46  ,-1.03  ,-0.16
19990903   ,0.87   ,0.50   ,0.20   ,2.25   ,1.55   ,0.98
19990906   ,0.87   ,0.46   ,0.51   ,0.55   ,0.37   ,0.40
19990907   ,0.33   ,0.20  ,-0.16  ,-0.63  ,-0.50  ,-0.41
19990908   ,0.02  ,-0.07  ,-0.31  ,-0.39  ,-0.26  ,-0.22
19990909   ,0.93   ,0.69   ,1.13   ,0.76   ,0.82   ,1.00
19990910   ,0.36   ,0.02  ,-0.15  ,-0.04  ,-0.42  ,-0.38
19990913   ,0.98   ,0.84   ,0.92   ,0.11   ,0.01   ,0.33
19990914  ,-0.42  ,-0.34  ,-0.25  ,-0.50  ,-0.66  ,-0.81
19990915   ,0.11   ,0.15   ,0.30  ,-0.73  ,-0.66   ,0.03
19990916  ,-1.03  ,-1.02  ,-0.92  ,-0.55  ,-0.77  ,-1.03
19990917   ,0.54   ,0.18   ,0.00   ,0.69   ,0.52   ,0.29
19990920  ,-0.28  ,-0.11   ,0.02   ,0.76   ,0.05  ,-0.25
19990921  ,-0.75  ,-0.46  ,-0.11  ,-0.97  ,-0.76  ,-0.36
19990922  ,-0.74  ,-0.46  ,-0.92  ,-0.44  ,-0.75  ,-1.04
19990923  ,-0.48  ,-0.31  ,-0.11  ,-1.21  ,-0.13  ,-0.30
19990924  ,-2.17  ,-1.48  ,-1.64  ,-1.14  ,-1.09  ,-1.74
19990927  ,-0.01   ,0.04  ,-0.29   ,0.57   ,0.41   ,0.21
19990928   ,0.63   ,0.30   ,0.11   ,0.38  ,-0.05  ,-0.04
19990929   ,0.49   ,0.25  ,-0.04  ,-0.92  ,-0.18  ,-0.03
19990930   ,1.48   ,1.25   ,1.48   ,1.23   ,1.25   ,1.13
19991001   ,0.28   ,0.17   ,0.45   ,0.48  ,-0.06   ,0.13
19991004   ,0.67   ,0.29  ,-0.01   ,1.31   ,1.17   ,0.90
19991005   ,0.55   ,0.21  ,-0.31   ,0.27  ,-0.26  ,-0.18
19991006   ,0.27   ,0.22  ,-0.18   ,1.14   ,0.70   ,0.15
19991007   ,0.70   ,0.22   ,0.25   ,0.20   ,0.40   ,0.18
19991008  ,-0.22  ,-0.48  ,-0.50   ,0.86   ,0.04  ,-0.05
19991011   ,1.21   ,0.59   ,0.38   ,0.37   ,0.14   ,0.26
19991012   ,0.27   ,0.40   ,0.24  ,-0.76  ,-0.61  ,-0.12
19991013  ,-1.02  ,-0.99  ,-0.83  ,-1.87  ,-1.35  ,-0.81
19991014  ,-0.40  ,-0.43  ,-0.62  ,-0.30  ,-0.53   ,0.29
19991015  ,-1.23  ,-0.50  ,-0.24  ,-1.92  ,-1.51  ,-1.31
19991018  ,-3.02  ,-1.95  ,-1.72  ,-0.81  ,-0.79  ,-1.61
19991019   ,0.72   ,0.37   ,0.07   ,1.26   ,1.15   ,0.70
19991020   ,1.82   ,0.67   ,0.35   ,1.51   ,0.78   ,0.37
19991021   ,0.53   ,0.23   ,0.19  ,-0.12   ,0.04  ,-0.06
19991022   ,0.01  ,-0.02   ,0.12   ,0.86   ,1.51   ,1.00
19991025   ,0.36   ,0.08   ,0.31   ,0.22  ,-0.47   ,0.17
19991026  ,-0.42  ,-0.42  ,-0.39  ,-0.23  ,-0.28  ,-0.16
19991027  ,-0.56  ,-0.44  ,-0.35   ,0.09   ,0.06  ,-0.02
19991028   ,0.58   ,0.32  ,-0.02   ,2.25   ,2.32   ,1.33
19991029   ,1.43   ,1.08   ,1.22   ,2.33   ,1.61   ,2.20
19991101   ,0.52   ,0.43   ,0.15  ,-0.16  ,-0.45  ,-0.62
19991102   ,0.37   ,0.23   ,0.14  ,-0.31   ,0.05   ,0.57
19991103   ,0.73   ,0.30   ,0.08   ,0.63  ,-0.05  ,-0.27
19991104   ,0.38   ,0.02  ,-0.03   ,0.64   ,0.48   ,0.56
19991105   ,0.74   ,0.41  ,-0.18   ,0.70   ,0.25  ,-0.01
19991108   ,0.96   ,0.43   ,0.11   ,0.35   ,0.21  ,-0.61
19991109   ,0.41   ,0.29   ,0.26  ,-0.44   ,0.03  ,-0.07
19991110   ,0.87   ,0.63   ,0.31   ,1.04   ,0.70   ,0.81
19991111   ,0.31  ,-0.18  ,-0.86   ,0.87   ,0.36  ,-0.62
19991112   ,0.63  ,-0.09  ,-0.41   ,0.54   ,0.58  ,-0.18
19991115   ,1.22   ,0.73   ,0.02   ,0.60   ,0.55  ,-0.37
19991116   ,0.00   ,0.01   ,0.00   ,0.61   ,0.97   ,0.10
19991117   ,0.93   ,0.77   ,1.08  ,-0.45   ,0.29   ,0.87
19991118   ,0.56   ,0.44   ,0.39   ,1.10   ,0.49   ,0.13
19991119   ,0.32   ,0.17   ,0.03   ,0.08  ,-0.01   ,0.00
19991122   ,0.65   ,0.24   ,0.28   ,0.96  ,-0.71  ,-0.37
19991123  ,-0.65  ,-0.59  ,-0.43  ,-0.39  ,-0.69  ,-0.43
19991124  ,-0.88  ,-0.61  ,-0.78   ,0.80  ,-0.35  ,-0.56
19991125   ,0.19   ,0.17  ,-0.35   ,0.55   ,0.63  ,-0.08
19991126   ,1.31   ,0.90   ,0.84   ,1.06   ,0.50   ,0.35
19991129   ,0.19  ,-0.24  ,-0.57   ,0.00  ,-0.92  ,-1.05
19991130  ,-0.36  ,-0.57  ,-0.20  ,-2.12  ,-0.64  ,-0.16
19991201  ,-0.24  ,-0.15  ,-0.08  ,-0.16   ,0.20   ,0.46
19991202   ,0.55   ,0.15  ,-0.05   ,0.56   ,0.00   ,0.11
19991203   ,1.23   ,0.56   ,0.37   ,1.77   ,1.64   ,0.83
19991206   ,1.48   ,0.82   ,0.61   ,0.69   ,0.38   ,0.20
19991207   ,0.32  ,-0.03  ,-0.06  ,-0.14  ,-0.30  ,-0.12
19991208   ,0.43   ,0.13  ,-0.28  ,-0.16  ,-0.49  ,-0.39
19991209  ,-0.23  ,-0.55  ,-0.50   ,0.15   ,0.12  ,-0.21
19991210   ,0.43   ,0.46   ,0.28   ,0.50  ,-0.08  ,-0.01
19991213   ,1.20   ,0.56   ,0.09  ,-0.02   ,0.02  ,-0.21
19991214  ,-1.14  ,-1.10  ,-0.93  ,-1.10  ,-0.56  ,-0.69
19991215  ,-1.84  ,-0.68  ,-0.47   ,0.10  ,-0.02   ,0.25
19991216   ,0.94   ,0.49   ,0.37   ,0.86   ,0.91   ,0.61
19991217   ,0.38   ,0.14  ,-0.30   ,0.49   ,0.24  ,-0.03
19991220  ,-0.20   ,0.05  ,-0.14   ,0.25   ,0.40  ,-0.09
19991221  ,-0.15   ,0.18  ,-0.13   ,0.53   ,0.16  ,-0.08
19991222   ,0.96   ,0.51   ,0.47   ,0.91   ,0.84   ,0.88
19991223   ,0.69   ,0.49   ,0.37   ,1.06   ,1.68   ,1.23
19991224  ,-0.17  ,-0.12   ,0.00   ,0.33   ,0.14  ,-0.19
19991227   ,0.92   ,0.86   ,0.51   ,0.13  ,-0.28   ,0.15
19991228   ,0.47   ,0.35  ,-0.03   ,0.34   ,0.59   ,0.15
19991229   ,1.29   ,1.22   ,0.57   ,0.57   ,0.65   ,0.21
19991230   ,0.85   ,0.70   ,0.59   ,0.33   ,1.04   ,0.42
19991231   ,0.68   ,0.84   ,0.61   ,0.01   ,0.30   ,0.41
20000103   ,1.43   ,0.52   ,0.65   ,0.69  ,-0.48  ,-0.15
20000104  ,-2.55  ,-2.24  ,-1.49  ,-3.67  ,-3.11  ,-1.99
20000105  ,-1.68  ,-0.93  ,-0.74  ,-2.25  ,-0.97  ,-0.54
20000106  ,-0.51  ,-0.36  ,-0.47  ,-1.80  ,-0.64   ,0.31
20000107   ,1.83   ,1.34   ,1.02   ,2.82   ,1.81   ,1.53
20000110   ,2.36   ,1.51   ,0.73   ,1.71   ,0.70   ,0.63
20000111   ,0.06  ,-0.35   ,0.05   ,0.12  ,-0.13  ,-0.23
20000112  ,-0.42  ,-0.41  ,-0.27  ,-0.64  ,-0.47  ,-0.64
20000113   ,1.43   ,1.16   ,0.72   ,0.82   ,0.91   ,0.50
20000114   ,0.85   ,0.42   ,0.42   ,0.86   ,0.74   ,0.13
20000117   ,1.61   ,0.85   ,1.08   ,0.78   ,0.45   ,0.48
20000118   ,0.67   ,0.30   ,0.24  ,-0.96  ,-1.13  ,-0.98
20000119   ,0.38   ,0.21   ,0.05  ,-0.42  ,-0.23  ,-0.39
20000120   ,1.14   ,1.07   ,0.36  ,-0.33  ,-0.20  ,-0.53
20000121   ,0.32   ,0.12   ,0.01  ,-0.34  ,-0.27  ,-0.54
20000124  ,-0.14  ,-0.77  ,-0.51  ,-1.46  ,-0.89  ,-1.15
20000125  ,-1.21  ,-0.85  ,-0.68  ,-0.19  ,-0.90  ,-1.37
20000126   ,0.67   ,0.09   ,0.31   ,0.34   ,0.60   ,0.56
20000127  ,-0.32  ,-0.50  ,-0.27   ,0.21   ,0.39   ,0.18
